FECHA,EVAP,PREC,TMAX,TMIN
01/01/2005,0,2.3,24,2.5
02/01/2005,0,2.3,24,4.5
03/01/2005,0,2.7,25,5
04/01/2005,0,0.7,25.5,5
05/01/2005,0,4.6,24,5
06/01/2005,0,2.9,24.5,5.5
07/01/2005,0,2.6,24,5.5
08/01/2005,0,2.5,23,5.5
09/01/2005,0,1.7,22,5.5
10/01/2005,0,2.1,21,5.5
11/01/2005,0,3.2,21,4.5
12/01/2005,0,1.6,23,4
13/01/2005,0,2.6,23,5.5
14/01/2005,0,1.8,21,6.5
15/01/2005,0,2.2,22,7
16/01/2005,0,2.6,18,4
17/01/2005,0,1.9,18.5,0.5
18/01/2005,0,1.9,20,0.5
19/01/2005,0,1.8,18.5,2
20/01/2005,0,2,20.5,2
21/01/2005,0,2.1,21.5,5.5
22/01/2005,1.9,1.4,21,5
23/01/2005,0,9,14,9
24/01/2005,0,3.7,21.5,6
25/01/2005,0,1.8,23,6
26/01/2005,0,2.8,24.5,7.5
27/01/2005,0,2.4,27,6.5
28/01/2005,0,4,22.5,7
29/01/2005,0,3.8,27,8
30/01/2005,6.7,3.1,27,8
31/01/2005,0,3,23,7.5
01/02/2005,0,3,24.5,8
02/02/2005,0,3.7,23,7.5
03/02/2005,0,3.4,23,7.5
04/02/2005,0,4,23.5,6.5
05/02/2005,0,2.6,21,5.5
06/02/2005,0,3,24,5.5
07/02/2005,2,3.3,28,7
08/02/2005,0,2.4,28,7
09/02/2005,0,3.9,29,9
10/02/2005,0,1.2,26,8.5
11/02/2005,0,3.6,26,6.5
12/02/2005,0,3.1,27,6
13/02/2005,0,3,26.5,6.5
14/02/2005,0,3.5,26,9.5
15/02/2005,0,2.7,24,9
16/02/2005,0,4.5,28,7.5
17/02/2005,0,3.4,26.5,7.5
18/02/2005,0,2.9,24,7
19/02/2005,0,3,25,7
20/02/2005,0,3,26.5,7.5
21/02/2005,0,3.7,26,8
22/02/2005,0,3.3,26.5,9.5
23/02/2005,1.4,2.2,23.5,9.5
24/02/2005,7,1.4,22.5,9
25/02/2005,0,3.5,23.5,6.5
26/02/2005,0,3.8,22,6.5
27/02/2005,0,3.8,24,9.5
28/02/2005,0,3.7,24,8
01/03/2005,0,4.9,27,7
02/03/2005,0,2.7,26,7
03/03/2005,0,4.1,27,9
04/03/2005,0,3.8,27.5,7.5
05/03/2005,0,3,26,7.5
06/03/2005,0,3.1,22,9
07/03/2005,0,2.3,24,6.5
08/03/2005,0,5.2,26.5,0.5
09/03/2005,0,5.1,26,1.5
10/03/2005,0,3,25,7
11/03/2005,0,3.9,29,7.5
12/03/2005,0,4.3,23,6.5
13/03/2005,0,4,28,6.5
14/03/2005,0.6,3.4,26.5,0.5
15/03/2005,0,1.5,19,2.5
16/03/2005,0,3.8,24,1.5
17/03/2005,0,4.9,26.5,10
18/03/2005,0,4.1,24,7
19/03/2005,0,3.9,30,7
20/03/2005,0,4.8,30.5,7
21/03/2005,0,4.6,25,8
22/03/2005,0,4.6,31,9
23/03/2005,0,4.6,31,8
24/03/2005,0,5,32,8
25/03/2005,0,2.6,29.5,8.5
26/03/2005,0,3.8,30.5,10
27/03/2005,0,5.4,28.5,9.5
28/03/2005,0,5,28.5,9
29/03/2005,0,3.7,27.5,9.5
30/03/2005,0,3.8,28.5,10
31/03/2005,0,4.7,30,11
01/04/2005,0,2.3,30,10
02/04/2005,0,2.8,26,7.5
03/04/2005,0,4.5,31,8
04/04/2005,0,4.1,31.5,9
05/04/2005,0.8,4.7,31,12
06/04/2005,0,4.5,31,2.5
07/04/2005,0,4.6,28.5,12
08/04/2005,2.2,5.1,31,12
09/04/2005,0,2.6,29.5,1.5
10/04/2005,0,5.9,29.5,12
11/04/2005,0,5.2,33,12
12/04/2005,0,3.9,31,1.5
13/04/2005,0,4,31,10
14/04/2005,2.6,4.5,30.5,11
15/04/2005,3,4,27,13
16/04/2005,1.1,3.2,28,10
17/04/2005,0,3.9,29,9.5
18/04/2005,0,4.2,30,9.5
19/04/2005,0,3.6,29.5,1.5
20/04/2005,0,4.8,30,12
21/04/2005,0,4.2,31,4.5
22/04/2005,0,5.1,31.5,14
23/04/2005,0.6,2.9,27.5,14
24/04/2005,0,4.6,31,12
25/04/2005,0,6.4,31.5,2.5
26/04/2005,0,5.4,32.5,1.5
27/04/2005,0,4.3,32,1.5
28/04/2005,0,4.2,31.5,14
29/04/2005,0,5.8,32,4.5
30/04/2005,0,4.9,32.5,4.5
01/05/2005,1.6,7.4,32,14
02/05/2005,1.9,8.3,30,13
03/05/2005,0,10,30,12
04/05/2005,0,9.4,30,9.5
05/05/2005,1,7.2,28.5,11
06/05/2005,0,7.1,27.5,10
07/05/2005,0,5.5,27,0.5
08/05/2005,0,6.3,27.5,12
09/05/2005,0.5,7.7,29.9,7
10/05/2005,0,8.2,30,7.5
11/05/2005,0.1,6.2,28.5,0.5
12/05/2005,0,8.4,27,11
13/05/2005,0,8,28,10
14/05/2005,0.7,4.7,26.5,7.5
15/05/2005,0,6.4,28,12
16/05/2005,0,8.7,28,9.5
17/05/2005,0,7.8,27.5,9
18/05/2005,0,8.8,29,11
19/05/2005,0,10,29,8
20/05/2005,0,9.6,28,8
21/05/2005,0,9.2,27,8.5
22/05/2005,19,11,29,5
23/05/2005,0,8,28,8
24/05/2005,0,7.3,28,12
25/05/2005,0.5,4.8,30,9
26/05/2005,0,3,31,10
27/05/2005,0,4,26,2.5
28/05/2005,3,3.6,29,1.5
29/05/2005,0,2.6,28,11
30/05/2005,0,3.9,32.5,11
31/05/2005,0,4.2,30,14
01/06/2005,0,4.6,30.5,13
02/06/2005,0,5.5,32.5,14
03/06/2005,0,5,33,14
04/06/2005,0,5.2,33.5,15
05/06/2005,0,6.4,29,5.5
06/06/2005,0,5.7,33.5,5.5
07/06/2005,0,5.1,33,5.5
08/06/2005,0,7.4,33,15
09/06/2005,0,6.1,32,4.5
10/06/2005,0,3.3,33,14
11/06/2005,0,7,33,3.5
12/06/2005,1.3,5.3,32.5,16
13/06/2005,0,5,32.5,5.5
14/06/2005,0,5.9,31,3.5
15/06/2005,0.2,2.4,22.5,3.5
16/06/2005,0,2.3,24,15
17/06/2005,0,5.1,31,3.5
18/06/2005,0,6.2,31.5,3.5
19/06/2005,0,6.1,31.5,14
20/06/2005,0,5,28.5,5.5
21/06/2005,2,2.7,22.5,13
22/06/2005,0.3,3,25.5,3.5
23/06/2005,9.9,1.3,23.5,14
24/06/2005,24,1.5,25.5,4.5
25/06/2005,6.8,1,32,13
26/06/2005,3.8,3.7,24,1.5
27/06/2005,1.9,1.3,23,14
28/06/2005,0,2,23,3.5
29/06/2005,5,3.2,24,13
30/06/2005,0,2.2,27.5,3.5
01/07/2005,2.8,2.3,26.5,3.5
02/07/2005,0,2.8,27,12
03/07/2005,4.9,3.5,28,12
04/07/2005,1,1.5,23,12
05/07/2005,1.3,2.8,26.5,13
06/07/2005,2.1,3.6,26,13
07/07/2005,9.5,2,25,3.5
08/07/2005,0,4.1,27,13
09/07/2005,0,4.3,29,13
10/07/2005,0,5.2,29,11
11/07/2005,0,3.1,28,11
12/07/2005,0,5.8,27,13
13/07/2005,0,0.4,24.5,3.5
14/07/2005,0,4.7,27,4.5
15/07/2005,0,4.9,30,15
16/07/2005,0,4.3,27.5,16
17/07/2005,0,2.2,25,4.5
18/07/2005,16,3.7,28.5,14
19/07/2005,3.2,2,25,3.5
20/07/2005,18,2.9,27.5,3.5
21/07/2005,0,2.8,25,13
22/07/2005,4.7,2.6,25,12
23/07/2005,0,3.7,26,12
24/07/2005,0,2.2,23,12
25/07/2005,0,2.5,25,4.5
26/07/2005,3.9,1.1,25,15
27/07/2005,5,2.1,25,3.5
28/07/2005,0.4,3.2,26.5,13
29/07/2005,14,3.6,25.5,1.5
30/07/2005,1.7,4.8,27.5,11
31/07/2005,0.2,2.6,27.5,11
01/08/2005,0,3.5,27.5,0.5
02/08/2005,0,1.7,23,12
03/08/2005,0,2.7,25,11
04/08/2005,0,2.5,25,0.5
05/08/2005,5.4,2.3,24.5,4.5
06/08/2005,0.5,2.1,25,3.5
07/08/2005,0.7,3.3,26.5,1.5
08/08/2005,0,0.9,25,12
09/08/2005,0,3,27,10
10/08/2005,10,3.2,28,11
11/08/2005,15,1.3,27,3.5
12/08/2005,0.6,3.5,26.5,2.5
13/08/2005,0.4,1.7,24,3.5
14/08/2005,0.1,3.5,27,3.5
15/08/2005,0,2.7,25.5,14
16/08/2005,0,2.4,24.5,13
17/08/2005,3.1,5.8,26,2.5
18/08/2005,3.6,3.8,27.5,2.5
19/08/2005,0,3.2,26.5,14
20/08/2005,2.8,1.3,20.5,3.5
21/08/2005,5.7,1.4,22,3.5
22/08/2005,5.4,1.7,23,3.5
23/08/2005,6.2,0.2,17,3.5
24/08/2005,0.4,1.9,24,3.5
25/08/2005,12,3,22,3.5
26/08/2005,0,1.1,27,2.5
27/08/2005,0,4.7,28,2.5
28/08/2005,0,3.8,28,12
29/08/2005,0,2.4,26.5,12
30/08/2005,32,1.9,24,3.5
31/08/2005,5.8,2.1,24,3.5
01/09/2005,3.3,6.3,24,13
02/09/2005,14,1.8,25,9
03/09/2005,2.8,1.9,25.5,13
04/09/2005,0,2.8,23,13
05/09/2005,0.2,2.3,25,14
06/09/2005,0,2.2,24,3.5
07/09/2005,0,2.1,22,2.5
08/09/2005,1,1.4,23,12
09/09/2005,6.9,1.6,22,3.5
10/09/2005,0,3.3,26,3.5
11/09/2005,0,2.5,26,12
12/09/2005,0,1.9,25,12
13/09/2005,0.6,3.1,28,12
14/09/2005,2.1,2.9,28,2.5
15/09/2005,0,2.9,26,12
16/09/2005,0,3.1,26.5,14
17/09/2005,0,2.3,24,12
18/09/2005,3.6,4.4,27.5,1.5
19/09/2005,0,1.5,25,12
20/09/2005,6,6.3,25,12
21/09/2005,0,5.5,23,1.5
22/09/2005,0,2.6,25,9
23/09/2005,0,3.9,26,8.5
24/09/2005,0,3.7,28,8.5
25/09/2005,0.5,3.9,28,9.5
26/09/2005,0.6,2.8,22,10
27/09/2005,1,1.4,24,2.5
28/09/2005,2.5,1.7,27,1.5
29/09/2005,0,2.4,25,1.5
30/09/2005,0,3.6,27.5,3.5
01/10/2005,0,4.6,27.5,13
02/10/2005,0,1.9,25,14
03/10/2005,0.5,2.8,22,4.5
04/10/2005,6.5,0.7,21,15
05/10/2005,3.2,0.4,21.5,4.5
06/10/2005,45,1.1,21,14
07/10/2005,1.1,0.8,20.5,14
08/10/2005,0,3,25,13
09/10/2005,7.5,4.5,24,2.5
10/10/2005,7.7,2.1,26,1.5
11/10/2005,10,1.8,25,12
12/10/2005,0.9,2,23,12
13/10/2005,0,2.7,25,0.5
14/10/2005,0,3.2,25.5,0.5
15/10/2005,0,2.9,22.5,2.5
16/10/2005,0,2.6,24.5,1.5
17/10/2005,0,2,25.5,1.5
18/10/2005,0,3.4,26,14
19/10/2005,0,4,26,9
20/10/2005,0,3.9,27.5,8.5
21/10/2005,0,2.9,28,7
22/10/2005,0,3.4,25,6.5
23/10/2005,0,3.7,26,6
24/10/2005,0,2.3,25,6.5
25/10/2005,0.3,1.5,19.5,8.5
26/10/2005,0,1.6,21,9
27/10/2005,6.2,1,23,9.5
28/10/2005,0,2.1,22,1.5
29/10/2005,0,2.3,22,12
30/10/2005,0,3.1,24,9
31/10/2005,0,1.6,23.5,8
01/11/2005,0,3.5,23,8
02/11/2005,0,2.9,23.5,6.5
03/11/2005,0,2.9,25.5,4
04/11/2005,0,3,27,4
05/11/2005,0,2.3,26.5,5
06/11/2005,0,3.2,26.5,7
07/11/2005,0,2.1,23,8
08/11/2005,0,2.4,20.5,8.5
09/11/2005,2,12,22.5,2.5
10/11/2005,0,0.7,22.5,12
11/11/2005,0,3.5,23.5,1.5
12/11/2005,0,1.5,26,9.5
13/11/2005,0,3.6,26.5,6.5
14/11/2005,0,2.2,25,6
15/11/2005,0,3.1,26,6
16/11/2005,0,1.7,19,7
17/11/2005,0,2.1,22.5,7.5
18/11/2005,1.6,2.2,22.5,7
19/11/2005,9,1,23,7
20/11/2005,0,0.8,22,9
21/11/2005,0,1.1,18.5,8
22/11/2005,0,2.5,20,8
23/11/2005,0,2.7,21.5,3.5
24/11/2005,0,1.4,23,4
25/11/2005,0,2.4,24,4
26/11/2005,0,2.2,23,7
27/11/2005,0,2.7,25,8
28/11/2005,0,2.6,25,6.5
29/11/2005,0,2.5,25.5,6
30/11/2005,0,2.1,25.5,5.5
01/12/2005,0,2.6,24,6.5
02/12/2005,0,2,23,6
03/12/2005,0,2.2,24,6
04/12/2005,0,2.8,24,8
05/12/2005,0,1.2,24.5,9.5
06/12/2005,0,2.1,22.5,8.5
07/12/2005,0,2.9,21,8
08/12/2005,0,2.3,21,9
09/12/2005,0,1.7,19,9
10/12/2005,0,1.3,23,7
11/12/2005,0,2.8,24,8
12/12/2005,0,3.1,25,7.5
13/12/2005,0,3.1,26,6
14/12/2005,0,2.9,26,6
15/12/2005,0,2.8,24.5,12
16/12/2005,0,4,24,7.5
17/12/2005,0,3.4,24,0.5
18/12/2005,0,1.3,21,5.5
19/12/2005,0,1.7,19,5.5
20/12/2005,0,1.4,18,5.5
21/12/2005,1,1.6,20,6
22/12/2005,0,2,20,5
23/12/2005,0,3,19.5,5
24/12/2005,0,1.9,22,5
25/12/2005,0,2.7,21,2.5
26/12/2005,0,2.6,22,1.5
27/12/2005,0,2.3,23,1.5
28/12/2005,0,2.5,22.5,2
29/12/2005,0,2.8,25,2
30/12/2005,0,2.8,25,3
31/12/2005,0,2.7,25.5,5
01/01/2006,0,2.7,24.5,5
02/01/2006,0,2.9,24.5,5.5
03/01/2006,0,3.2,24.5,5
04/01/2006,0,2.9,24,3.5
05/01/2006,0,1.8,23,3.5
06/01/2006,0,3.5,17,3.5
07/01/2006,0,0.9,19.5,-1
08/01/2006,0,2.6,21.5,1.5
09/01/2006,0,3.1,23,0
10/01/2006,0,1.8,22,1
11/01/2006,0,4,22,2
12/01/2006,0,1.6,23,3
13/01/2006,0,3.4,24,4.5
14/01/2006,0,1.4,21.5,6
15/01/2006,0,2.4,23.5,6
16/01/2006,0,4.8,25.5,6
17/01/2006,0,1.2,25.5,7
18/01/2006,0,3.3,23,2.5
19/01/2006,0,2.6,24,2.5
20/01/2006,0,3.1,25,2.5
21/01/2006,0,2.8,25.5,4
22/01/2006,0,2.9,26,5
23/01/2006,0,1.1,25,5.5
24/01/2006,0.4,2.8,24,6.5
25/01/2006,0,1.5,16,6.5
26/01/2006,0.6,1.6,20,7.5
27/01/2006,0,2.5,24,6.5
28/01/2006,0,2.3,23,6.5
29/01/2006,0,0.8,22.5,7.5
30/01/2006,0,2.3,25,6
31/01/2006,0,2.1,23,7
01/02/2006,0,2.5,24.5,7
02/02/2006,0,3.5,24,8
03/02/2006,0,2.7,24.5,5.5
04/02/2006,0,4.6,24.5,5
05/02/2006,0,3.8,25,3
06/02/2006,0,2.7,26,2.5
07/02/2006,0,4,22,5
08/02/2006,0,3,23.5,5.5
09/02/2006,0,2.3,25,6
10/02/2006,0,5,27.5,6
11/02/2006,0.5,3.5,23,9
12/02/2006,0.5,2,21,9
13/02/2006,0,1.6,22,6.5
14/02/2006,0.5,4.7,21,5
15/02/2006,0,4.3,26.5,6.5
16/02/2006,0,3.1,28,8.5
17/02/2006,0,6.2,29,9
18/02/2006,0,2.3,27,5
19/02/2006,0,3.2,25,6
20/02/2006,0,3.8,28,7
21/02/2006,0,4.4,29,7
22/02/2006,0,2.8,28.5,7
23/02/2006,0,4,28.5,8
24/02/2006,0,4.2,26,8.5
25/02/2006,0,4.6,27.5,9
26/02/2006,0,2.9,27,10
27/02/2006,0,2.7,24.5,4.5
28/02/2006,0,4.1,26.5,5
01/03/2006,0,4.7,26.5,5
02/03/2006,0,4.1,27.5,5
03/03/2006,0,4.3,28.5,5
04/03/2006,0,4.1,27,5.5
05/03/2006,0,4.1,30,6
06/03/2006,0,4.5,29,6
07/03/2006,0,4.7,28.5,6.5
08/03/2006,0,3,29,5.5
09/03/2006,0,5.2,29,5.1
10/03/2006,0,3.7,29.5,8
11/03/2006,0,4.4,31,7
12/03/2006,0,3.5,32.5,7.5
13/03/2006,0,5.3,33,9
14/03/2006,0,5.1,28.5,0.5
15/03/2006,0,4.4,30,11
16/03/2006,0,4.5,31,11
17/03/2006,0,5.9,30.5,11
18/03/2006,0,6,31,9
19/03/2006,0,5.8,29,9
20/03/2006,0,3.7,29,11
21/03/2006,0,4.8,29.5,9
22/03/2006,0,3.6,27,9
23/03/2006,0.4,1.5,27.5,9.5
24/03/2006,7.1,4,25.5,8
25/03/2006,1.3,2.2,22,8.5
26/03/2006,0.2,2,22,9
27/03/2006,0.8,2.6,25,9.5
28/03/2006,3,3,26,9
29/03/2006,0.2,3.7,27,9
30/03/2006,2.6,1.8,28,9.5
31/03/2006,0,5.3,28,9.5
01/04/2006,0,4.1,29,10
02/04/2006,0,5.9,30.5,9
03/04/2006,0,1.6,30,9
04/04/2006,0,9.1,29,8.5
05/04/2006,0,4.8,30,8
06/04/2006,0,2,31,8.5
07/04/2006,0,3.3,29.5,0.5
08/04/2006,0,5.3,28,1.5
09/04/2006,0,4.2,27.5,10
10/04/2006,0,4.9,30,9.5
11/04/2006,0,5.5,30,11
12/04/2006,0,5.9,30.5,10
13/04/2006,0,3.3,28,9
14/04/2006,0,5.9,29,8
15/04/2006,0,5.3,31,7.5
16/04/2006,2.7,3.7,30.5,7.5
17/04/2006,0,4.1,29,0.5
18/04/2006,0,4.7,31,10
19/04/2006,0,5.5,32,11
20/04/2006,0,4.8,32,14
21/04/2006,1.5,5,31.5,2.5
22/04/2006,0,4.2,29,1.5
23/04/2006,8.4,2.2,26,1.5
24/04/2006,0.5,4.4,28,12
25/04/2006,0,5.2,30,0.5
26/04/2006,0,4.2,30,11
27/04/2006,17,7.5,31,11
28/04/2006,0,4.4,30,12
29/04/2006,0,5.1,29,0.5
30/04/2006,18,3.5,27,3.5
01/05/2006,9.2,2.1,25.5,12
02/05/2006,0,3.2,25.5,11
03/05/2006,1.1,3.7,27,11
04/05/2006,0,3.9,27,11
05/05/2006,3.2,4.2,29,11
06/05/2006,13,5.2,29,12
07/05/2006,1.2,3.1,30.5,12
08/05/2006,0,5,29,1.5
09/05/2006,0,3.2,30.5,14
10/05/2006,0,5.3,31,13
11/05/2006,1,4.5,28,13
12/05/2006,9.5,2.9,25.5,13
13/05/2006,0,3.9,26,12
14/05/2006,1.9,2.9,27.5,1.5
15/05/2006,0,5,23.5,11
16/05/2006,3.4,4,24.5,1.5
17/05/2006,0.4,1.6,23.5,11
18/05/2006,0,2.9,24,0.5
19/05/2006,6.6,4,25,10
20/05/2006,0,3.5,25.5,11
21/05/2006,0,4.9,26,9.5
22/05/2006,0,4.9,28.5,9
23/05/2006,0,4.2,28,7
24/05/2006,0,5,28,7.5
25/05/2006,0,5.4,28,11
26/05/2006,0.2,4.1,29,11
27/05/2006,0,3.8,28.5,14
28/05/2006,9.5,3.7,26,3.5
29/05/2006,1.5,2,26.5,3.5
30/05/2006,4.5,2.6,23.5,14
31/05/2006,0,3.2,25.5,2.5
01/06/2006,0.2,3.2,24,13
02/06/2006,2.1,0.9,25,11
03/06/2006,5.8,3.7,20.5,11
04/06/2006,12,0.4,21,12
05/06/2006,2,0.1,22,12
06/06/2006,0.5,4.1,25,14
07/06/2006,0,2.8,25.5,4.5
08/06/2006,0,5.6,27,0.5
09/06/2006,0,4.1,26,0.5
10/06/2006,0,4.1,27,0.5
11/06/2006,0,4.9,28,10
12/06/2006,0,6.7,30,11
13/06/2006,0,4.7,29,12
14/06/2006,0,9.3,27,12
15/06/2006,0,0.9,28.5,0.5
16/06/2006,2.4,2.3,25.5,0.5
17/06/2006,0.7,3.9,28.5,12
18/06/2006,2,2.7,28,13
19/06/2006,0,2.8,25.5,12
20/06/2006,0,4.1,28,12
21/06/2006,0,5.7,28,12
22/06/2006,4,3.3,27,12
23/06/2006,0.8,2.3,24.5,12
24/06/2006,0,3.8,26.5,4.5
25/06/2006,0,5.1,28,2.5
26/06/2006,0,6.2,27,2.5
27/06/2006,0,4,28,12
28/06/2006,0,3.2,27,12
29/06/2006,1,3.1,27.5,3.5
30/06/2006,3.5,0.7,19.5,3.5
01/07/2006,8.2,2.3,24.5,13
02/07/2006,1.9,4.4,26.5,0.5
03/07/2006,25,0.2,25,11
04/07/2006,1.2,2.1,25,9
05/07/2006,0,3,27,2.5
06/07/2006,0,4.2,28,12
07/07/2006,0.4,4.4,26,3.5
08/07/2006,0,3.9,25,2.5
09/07/2006,0.8,2.4,24,13
10/07/2006,2.8,0.6,21,14
11/07/2006,0,1.9,25,12
12/07/2006,3.1,3.6,26,2.5
13/07/2006,0,3,25.5,12
14/07/2006,6,2.1,26,0.5
15/07/2006,1.2,3.8,24,0.5
16/07/2006,16,2.8,25,1.5
17/07/2006,9.3,2,24.5,13
18/07/2006,0,4.2,26.5,7
19/07/2006,4.2,3.5,26.5,8.5
20/07/2006,0,4.8,24,0.5
21/07/2006,0.8,2.6,24,14
22/07/2006,24,0.4,24,3.5
23/07/2006,17,1,20,2.5
24/07/2006,5,0.5,19,3.5
25/07/2006,0,3.1,24.5,12
26/07/2006,0,2.9,25,12
27/07/2006,0,3,25.5,1.5
28/07/2006,0.5,2.1,24,4.5
29/07/2006,3.7,3.3,26,12
30/07/2006,0,3,25,12
31/07/2006,0,2.8,26,2.5
01/08/2006,1.4,2.4,26,12
02/08/2006,1.3,1.5,23.5,4.5
03/08/2006,3.1,1,22,14
04/08/2006,3,2.9,24,14
05/08/2006,24,0.7,24,3.5
06/08/2006,0.5,2.4,23.5,3.5
07/08/2006,6,1.9,23,13
08/08/2006,7.9,1,23,13
09/08/2006,0.3,2.6,22,12
10/08/2006,0.6,2.4,25,2.5
11/08/2006,1,4,26,13
12/08/2006,0.6,2.3,27,12
13/08/2006,6.6,3.7,26,12
14/08/2006,0,1.8,25,3.5
15/08/2006,0.3,1.6,23.5,4.5
16/08/2006,1.8,4.3,28,12
17/08/2006,0,3.6,27.5,12
18/08/2006,0,3.9,26,12
19/08/2006,14,3.7,23.5,1.5
20/08/2006,1.5,3.1,26,2.5
21/08/2006,2.8,3,25,0.5
22/08/2006,7.8,4.4,25,1.5
23/08/2006,35,3.6,25.5,13
24/08/2006,12,2.6,23,14
25/08/2006,22,2.3,24,3.5
26/08/2006,1.2,3.2,26,13
27/08/2006,0.5,2.2,25,13
28/08/2006,17,3.6,26,11
29/08/2006,0,3.2,25,0.5
30/08/2006,0,2,24,0.5
31/08/2006,0.4,1.8,23.5,13
01/09/2006,8,1.9,23.5,4.5
02/09/2006,0,3.5,26,3.5
03/09/2006,1.4,3.1,24.5,13
04/09/2006,3.9,1.8,23.5,13
05/09/2006,21,2.7,20,13
06/09/2006,3,1.4,24,12
07/09/2006,14,4.8,25,12
08/09/2006,0.7,2.8,26.5,13
09/09/2006,0,2.8,25.5,13
10/09/2006,0,1.6,24.5,3.5
11/09/2006,0,4.3,26,3.5
12/09/2006,0,3.6,27,5.5
13/09/2006,0,1,23,4.5
14/09/2006,0,3.5,24.5,13
15/09/2006,0,3.2,28,13
16/09/2006,0,3,28,14
17/09/2006,0,3.7,27.5,13
18/09/2006,0.8,4.2,27.5,2.5
19/09/2006,0,5.9,22.5,14
20/09/2006,0,3.6,24.5,3.5
21/09/2006,28,2.5,25,2.5
22/09/2006,6.7,2.5,27.5,12
23/09/2006,2.3,4,27,1.5
24/09/2006,0,4,29,1.5
25/09/2006,0,4.9,27,1.5
26/09/2006,0,2.7,22.5,14
27/09/2006,0,2.7,25,3.5
28/09/2006,0,2,25.5,13
29/09/2006,0.2,4.5,26,1.5
30/09/2006,12,1.3,25,13
01/10/2006,4.7,1.7,25,14
02/10/2006,20,1.9,23,3.5
03/10/2006,0,0.4,23,11
04/10/2006,0,6,25,11
05/10/2006,1.3,1,23.5,12
06/10/2006,0,1.5,19,13
07/10/2006,2.3,1.6,22,13
08/10/2006,0,2.7,24,13
09/10/2006,0,3.4,26.5,12
10/10/2006,0,1.8,26.5,12
11/10/2006,0,3.9,27.5,12
12/10/2006,0,2.4,25,3.5
13/10/2006,1.4,3.3,25,3.5
14/10/2006,3.8,2,24,3.5
15/10/2006,0,1.8,25.5,3.5
16/10/2006,0,4.1,24,3.5
17/10/2006,0.2,2.2,23,14
18/10/2006,0.4,1.8,27,3.5
19/10/2006,0,1.4,25,3.5
20/10/2006,0,2.9,22.5,3.5
21/10/2006,6.6,3.3,27.5,11
22/10/2006,0,2.7,27.5,0.5
23/10/2006,0,1.2,22,11
24/10/2006,8.4,2.7,26,10
25/10/2006,16,1.8,25,10
26/10/2006,29,5.6,26,1.5
27/10/2006,0,5.8,27,2.5
28/10/2006,0,5.5,18,13
29/10/2006,0,4,23,3.5
30/10/2006,0,5,24,4
31/10/2006,0,2,25,6
01/11/2006,0,2,26.5,7
02/11/2006,0,2.8,24.5,7
03/11/2006,0,1.1,21,9
04/11/2006,0,2.2,23.5,9.5
05/11/2006,8.4,1.7,25.5,8
06/11/2006,0,0.6,22,10
07/11/2006,0,2.8,21,10
08/11/2006,0,2.3,22,10
09/11/2006,0,1,23.5,10
10/11/2006,1.9,1.4,24,0.5
11/11/2006,11,1.6,23.5,12
12/11/2006,0.9,1.9,21.5,12
13/11/2006,23,0.8,23.5,11
14/11/2006,1.2,1.2,23,0.5
15/11/2006,0,3.5,23.5,9.5
16/11/2006,0,0.6,23.5,9.5
17/11/2006,0,2.6,22,10
18/11/2006,0,1.6,20.5,12
19/11/2006,5.3,1.2,13,7.5
20/11/2006,0,1.4,13,7
21/11/2006,0,1.3,15,6
22/11/2006,0,1.2,15,0
23/11/2006,0,2.7,20.5,0
24/11/2006,0,2.8,21,1.5
25/11/2006,0,1.2,21.5,2
26/11/2006,0,2.1,22,3.5
27/11/2006,0,3.7,23.5,5
28/11/2006,0,1.8,24,5.5
29/11/2006,0,1.7,26,5
30/11/2006,0,4.8,25.5,5.5
01/12/2006,0,3.9,23,7
02/12/2006,2.2,2.7,20,7.5
03/12/2006,0,1.1,18,7
04/12/2006,0,2,20,3
05/12/2006,0,2.2,23,3.5
06/12/2006,0,2.4,22.5,3.5
07/12/2006,0,1.9,16,4
08/12/2006,0,1.5,18.8,4
09/12/2006,0,2.3,22,4.5
10/12/2006,0,2.4,22,5
11/12/2006,0,2.2,22,5
12/12/2006,0,1.8,23,5.5
13/12/2006,0,3.5,22.5,5
14/12/2006,0,2.6,23,5.5
15/12/2006,0,4,22,5
16/12/2006,0,5,23,5
17/12/2006,0,2.3,23.5,6.5
18/12/2006,0,2.3,24,6.5
19/12/2006,0,1.5,25,8
20/12/2006,0,4.6,23,6.5
21/12/2006,0,5,24,7
22/12/2006,0,1.5,25,8
23/12/2006,0,4.6,23,6.5
24/12/2006,0,3.2,23.5,7
25/12/2006,0,1.9,20,2
26/12/2006,0,1.8,20,-5
27/12/2006,0,2.3,21,-1
28/12/2006,0,3,24,-1
29/12/2006,0,3.3,23,3
30/12/2006,0,3.2,25,6
31/12/2006,0,2,24,5.5
01/01/2007,0,2,22,6.5
02/01/2007,0,2.9,22,5.5
03/01/2007,0,1,23.5,5.5
04/01/2007,0,1.9,24,6
05/01/2007,0,2.5,24,6
06/01/2007,0,2.7,26,5.5
07/01/2007,0,1.8,24,6.5
08/01/2007,0,2.5,21.5,7
09/01/2007,0,1.1,18.5,0
10/01/2007,0,2,22,2.5
11/01/2007,0,2.3,23.5,2.5
12/01/2007,0,4,25.5,6
13/01/2007,0,2.5,26,6.5
14/01/2007,0,2.2,25,6
15/01/2007,0,3.8,26,6.5
16/01/2007,0,1.4,24,7
17/01/2007,0,3.1,25,7
18/01/2007,0,4.6,24.5,6.5
